concept_id,semantic_pack,domain,english_gloss,swahili_gloss,part_of_speech,category,phrase_type,tags,notes,luo,ki,kam,luy,kal,mas,dav,tvs,som,orm,coh,dig,dug,ebu,nyf,guz,x-ke-hin,x-ke-kur,mer,orc,x-ke-pok,rra,rel,saq,x-sheng,sxb,x-ke-trk,bxk,rag,lto,sgc,niq,pko,spy,tuy
HLT_008_HEART,health,body,heart,moyo,noun,health,,"[""body"",""organ""]",Vital organ,Chuny,Ngoro,Ngoro,Omwoyo,Iit,Enkiama,Moyo,Moyo,Wadne,Onnaa,Moyo,Moyo,Moyo,Ngoro,Moyo,Omwoyo,Dil,,Ngoro,,,,,,Moyo,,Ekwata,Omwoyo,Moyo,,Iit,Iit,,Iit,Iit
HLT_009_STOMACH,health,body,stomach,tumboni,noun,health,,"[""body"",""organ""]",Digestive organ,Ich,Inda,?nda,Inda,Kibo,Enkiama,Tumbo,Tumbo,Calool,Garaa,Tumbo,Tumbo,Tumbo,Inda,Tumbo,Eenda,Pet,,Inda,,,,,,Tumbo,,Ekapel,Inda,Tumbo,,Kibo,Kibo,,Kibo,Kibo
HLT_010_SICK,health,health,sick,mgonjwa,adjective,health,,"[""health"",""condition""]",In poor health,Tuo,M?rimu,Ndawa,Obulwaye,Chemosit,Enkiama,Ugonjwa,Ugonjwa,Bukaan,Dhukkuba,Ugonjwa,Ugonjwa,Ugonjwa,M?rimu,Ugonjwa,Obosio,Bimaar,,M?rimu,,,,,,Mgonjwa,,Akilit,Obulwaye,Ugonjwa,,,,,,
HLT_011_PAIN,health,health,pain,maumivu,noun,health,,"[""health"",""symptom""]",Physical discomfort,Rem,R?r?,?th?na,Obulumbi,Sorit,Enkiama,Maumivu,Maumivu,Xanuun,Dhukkubbii,Maumivu,Maumivu,Maumivu,R?r?,Maumivu,Obosio,Dard,,R?r?,,,,,,Maumivu,,,Obulumbi,Maumivu,,,,,,
HLT_012_DOCTOR,health,health,doctor,daktari,noun,health,,"[""health"",""professional""]",Medical practitioner,Laktar,Daktari,Daktari,Omudokotera,Daktari,Daktari,Daktari,Daktari,Dhakhtar,Doktora,Daktari,Daktari,Daktari,Daktari,Daktari,Omodokotera,Daktar,,Daktari,,,,,Daktari,Daktari / Daktare,,Daktari,Omudokotera,Daktari,,Daktari,Daktari,Daktari,Daktari,Daktari
HLT_013_HOSPITAL,health,health,hospital,hospitali,noun,health,,"[""health"",""facility""]",Medical facility,Osuptal,Hospitali,Hospitali,Hospitali,Hospitali,Hospitali,Hospitali,Hospitali,Isbitaal,Hospitaala,Hospitali,Hospitali,Hospitali,Hospitali,Hospitali,Hospitali,Aspataal,,Hospitali,,,,,Hospitali,Hospitali,,Hospitali,Hospitali,Hospitali,,Hospitali,Hospitali,Hospitali,Hospitali,Hospitali
HLT_014_MEDICINE,health,health,medicine,dawa,noun,health,,"[""health"",""treatment""]",Therapeutic substance,Yath,Dawa,Dawa,Omutima,Dawa,Dawa,Dawa,Dawa,Dawo,Qoricha,Dawa,Dawa,Dawa,Dawa,Dawa,Egesambwe,Dawaai,,Dawa,,,,,Dawa,Dawa,,Dawa,Dawa,Dawa,,Dawa,Dawa,Dawa,Dawa,Dawa
HLT_015_BLOOD,health,body,blood,mkwaju,noun,health,,"[""body"",""fluid""]",Body fluid,Remo,Thakame,Sakame,Omusayi,Temeet,Enkiama,Damu,Damu,Dhiig,Dhiigaa,Damu,Damu,Damu,Thakame,Damu,Omosaye,Khoon,,Thakame,,,,,,Damu,,Ngabirir,Omusayi,Damu,,Temeet,Temeet,,Temeet,Temeet
CLR_001_RED,colors,appearance,red,nyekundu,adjective,colors,,"[""primary"",""basic""]","Primary color, warm",Mmachachach,M?tune,M?tune,Ebumba,Ngurwet,Emuny,Nyekundu,Nyekundu,Cas,Diimaadha,Nyekundu,Nyekundu,Nyekundu,M?tune,Nyekundu,Saa,Laal,,M?tune,,,,,Emuny,Nyekundu,,Etodonit,Eritunda,Nyekundu,,Ngurwet,Ngurwet,,Ngurwet,Ngurwet
CLR_002_BLUE,colors,appearance,blue,bluu,adjective,colors,,"[""primary"",""basic""]","Primary color, cool",Bluu,Buluu,Buluu,Buluu,Buluu,Buluu,Bluu,Bluu,Buluug,Cuqulicha,Bluu,Bluu,Bluu,Buluu,Bluu,Buluu,Neela,,Buluu,,,,,Buluu,Buluu,,Buluu,Buluu,Bluu,,Buluu,Buluu,Buluu,Buluu,Buluu
CLR_003_GREEN,colors,appearance,green,kijani,adjective,colors,,"[""primary"",""basic""]","Primary color, nature-associated",Achoo,K?anjiru,Kijani,Obukola,Sigisteet,Etasim,Kijani,Kijani,Cagaar,Magaaricha,Kijani,Kijani,Kijani,K?anjiru,Kijani,Obukola,Haraa,,K?anjiru,,,,,Etasim,Kijani,,Echur,Obukola,Kijani,,Sigisteet,Sigisteet,,Sigisteet,Sigisteet
CLR_004_YELLOW,colors,appearance,yellow,njano,adjective,colors,,"[""primary"",""basic""]","Primary color, bright",Odo,Njano,Njano,Enjofu,Murei,Entim,Njano,Njano,Jaallo,Keellaadha,Njano,Njano,Njano,Njano,Njano,Enjofu,Peela,,Njano,,,,,Entim,Njano,,Apalangit,Enjofu,Njano,,Murei,Murei,,Murei,Murei
CLR_005_BLACK,colors,appearance,black,nyeusi,adjective,colors,,"[""achromatic"",""basic""]",Absence of light,Rateng',M?iru,M?iru,Oluusi,Kirrochet,Nkidong'oi,Nyeusi,Nyeusi,Madow,Gurraadha,Nyeusi,Nyeusi,Nyeusi,M?iru,Nyeusi,Egito,Kaala,,M?iru,,,,,Nkidong'oi,Nyeusi,,Ekiloit,Oluusi,Nyeusi,,Kirrochet,Kirrochet,,Kirrochet,Kirrochet
CLR_006_WHITE,colors,appearance,white,nyeupe,adjective,colors,,"[""achromatic"",""basic""]",Presence of light,Achol,M?theru,M?theru,Erufu,Chumeet,Keputiei,Nyeupe,Nyeupe,Cad,Adaadhaa,Nyeupe,Nyeupe,Nyeupe,M?theru,Nyeupe,Erufu,Safed,,M?theru,,,,,Keputiei,Nyeupe,,Ekokoit,Erufu,Nyeupe,,Chumeet,Chumeet,,Chumeet,Chumeet
CLR_007_ORANGE,colors,appearance,orange,machungwa,adjective,colors,,"[""secondary""]","Secondary color, between red and yellow",Chkumbe,M?c?ngwa,M?c?ngwa,Erufu ebumba,Chepngotunet,Olng'arua,Rangi ya machungwa,Rangi ya machungwa,Oranjo,Burtukaanaa,Rangi ya machungwa,Rangi ya machungwa,Rangi ya machungwa,M?c?ngwa,Rangi ya machungwa,Oranje,Naarangi,,M?c?ngwa,,,,,,Orange,,,,Rangi ya machungwa,,,,,,
CLR_008_PURPLE,colors,appearance,purple,zambarau,adjective,colors,,"[""secondary""]","Secondary color, between red and blue",Zambarau,R???,Zambarau,Zambarau,Zambarau,Olng'arua,Zambarau,Zambarau,Guduud,Dhaamuu,Zambarau,Zambarau,Zambarau,Zambarau,Zambarau,Zambarau,Baingani,,Zambarau,,,,,,Purple / Zambarau,,,,Zambarau,,,,,,
CLR_009_BROWN,colors,appearance,brown,kahawia,adjective,colors,,"[""earth"",""warm""]",Earth tone,Kahawa,R???,Kahawia,Kahawia,Sirgat,Enkare,Kahawia,Kahawia,Bunni,Gurraacha,Kahawia,Kahawia,Kahawia,Kahawia,Kahawia,Kahawia,Bhoora,,Kahawia,,,,,,Kahawia,,,,Kahawia,,Sirgat,Sirgat,,,
CLR_010_GRAY,colors,appearance,gray,kijivu,adjective,colors,,"[""achromatic""]",Neutral tone between black and white,Gr,Kah??,Kijivu,Kijivu,Sendet,Enkidoini,Kijivu,Kijivu,Cawlan,Garaa,Kijivu,Kijivu,Kijivu,Kah??,Kijivu,Kijivu,Salaati,,Kah??,,,,,,Grey,,,,Kijivu,,Sendet,Sendet,,,
CLR_011_PINK,colors,appearance,pink,nyambingu,adjective,colors,,"[""light"",""warm""]",Light red variant,Pinki,Pinki,Pinki,Pinki,Pinki,Pinkii,Pinki,Pinki,Casaan fudud,Diimaadha haphicha,Pinki,Pinki,Pinki,Pinki,Pinki,Pinki,Gulabi,,Pinki,,,,,,Pinki,,,Pinki,Pinki,,Pinki,Pinki,Pinki,Pinki,Pinki
CLR_012_GOLD,colors,appearance,gold,dhahabu,adjective,colors,,"[""precious"",""warm""]",Precious metal color,Dhahabu,Thharabu,Dhahabu,Dhahabu,Dhahabu,Enkiama e dhahabu,Dhahabu,Dhahabu,Dahab,Warqee,Dhahabu,Dhahabu,Dhahabu,Dhahabu,Dhahabu,Dhahabu,Sona,,Dhahabu,,,,,,Dhahabu,,,Dhahabu,Dhahabu,,Dhahabu,Dhahabu,Dhahabu,Dhahabu,Dhahabu
